pit_id,meso,conv,meso_rt,pa,diff,name
bagbj102,2.0377949292241966,-1.2334140982690749,-1.5734035704298304,7269,3.2712090274932715,James Charles Jacob Bagby Jr.
bahns101,-1.7744650777588213,-0.9832380527332661,-1.9072541425936334,10701,-0.7912270250255552,Stanley Raymond Bahnsen
bailh001,2.7168009394376993,1.3559353266025316,0.43542902649374005,6039,1.3608656128351677,David Dewitt Bailey
bails001,0.1976319736960653,1.014235781354612,-0.10867993543075555,3011,-0.8166038076585466,Scott Alan Bailes
baird001,1.0064090523840055,-0.6856235220198164,-0.9979217520739321,3902,1.6920325744038218,Charles Douglas Bair
bakes002,-0.9900117383972856,-0.6492012209189423,-1.46495006876405,4413,-0.34081051747834334,Timothy Scott Baker
baldj002,-1.6324354809788453,-1.4514727234247393,-2.832972182159823,5804,-0.18096275755410596,James Baldwin
baldj101,0.31075302649134606,-0.09538026848175415,0.38309510918660555,3066,0.40613329497310025,Jack Edward Baldschun
ballj002,-2.5228547325140207,-1.1321371050967153,-1.7057539554299657,3357,-1.3907176274173054,Jeffrey Scott Ballard
banks001,3.096871135745875,1.797770199094096,1.315861101335845,3814,1.2991009366517792,Michael Scott Bankhead
bannf001,0.49803674599856107,0.7328300963751022,-0.6797033034606318,10187,-0.23479335037654114,Floyd Franklin Bannister
barbs102,-2.650542678005835,-2.1838586592409066,-1.1975843652393787,8593,-0.4666840187649286,Stephen David Barber
barkl001,1.0612225081280255,1.2463059035165758,1.8380795812877258,5674,-0.18508339538855023,Leonard Harold Barker
barnj102,-3.052880333400619,-2.585069694317227,-2.8723228565068757,10650,-0.46781063908339204,Jesse Lawrence Barnes
barnv101,-1.5731342062496514,-2.0691268872707775,-3.1492107188222493,4647,0.49599268102112615,Virgil Jennings Barnes
barrd101,0.6663147321001788,-1.1402034164566,-0.3897613908277714,3217,1.8065181485567787,Tracy Souter Barrett
barrf101,-0.9091888539420557,0.6911011635970647,-0.3705787074055795,3087,-1.6002900175391206,Francisco Javier (Jimenez) Barrios
barrj101,-2.0658964700926936,0.783406775278481,-0.6755948486694822,8612,-2.849303245371175,James Leland Barr
barrr101,-2.4572995030545766,-0.24384825462681006,-0.7382342672042055,5338,-2.2134512484277664,Charles Henry Barrett
bassc001,-3.3770031760015944,-1.6488655729984423,-4.328506476000854,5410,-1.7281376030031521,Christopher Michael Bassitt
batim001,0.06352899150574204,1.1581463261280653,1.254860062423606,8643,-1.0946173346223234,Miguel Jerez (Decartes) Batista
bauet001,-0.9511107433526502,2.319746740666945,-0.2097001753106541,5463,-3.2708574840195954,Trevor Andrew Bauer
baumf102,0.09838116782137449,-0.01035127428361918,0.5961949869334875,3469,0.10873244210499367,Frank Matt Baumann
bearg102,-3.56900985643029,-1.3141344494738942,-0.38277787922085243,3433,-2.254875406956396,Henry Eugene Bearden
beatj001,2.7844502852042936,1.3643079278281613,2.321236056887463,4956,1.4201423573761323,James Louis Beattie
beckb104,0.011956075305573957,0.2427443055037323,-0.6012515893704874,4533,-0.23078823019815833,Walter William Beck
beckj002,1.9115916241685482,0.6876895796614544,2.002704958341458,8579,1.2239020445070938,Joshua Patrick Beckett
beckr001,-1.6284397958119254,-1.7697114544971542,-1.651630853192775,3168,0.14127165868522873,Rodney Roy Beck
bedae001,-1.9057292796481724,-1.0020625229647144,-1.7813178178345344,5618,-0.903666756683458,Erik Joseph Bedard
bedrs001,2.8138308895012796,2.7033788033746555,4.143165339887098,5044,0.11045208612662405,Stephen Wayne Bedrosian
belct001,-1.2397890663540079,-0.1300934379503831,-1.0438613408615167,10422,-1.1096956284036248,Timothy Wayne Belcher
belim001,7.801129702701731,6.350810322880822,7.946755471822862,3988,1.4503193798209093,Matthew Thomas Belisle
bellg102,1.3217907261302602,0.3143352403492111,0.7765301201669925,8559,1.007455485781049,Wilbur Gary Bell
bellr003,1.256370754963583,1.6382317295846947,2.879572947935947,3062,-0.3818609746211117,Robert Allen Bell
bendc101,1.3042219545592073,-1.169168023718456,-1.2311831987623796,5174,2.4733899782776634,Charles Albert Bender
benea001,-0.8451513953577744,-0.04703402555921992,-0.24178207422296488,10645,-0.7981173697985545,Andrew Charles Benes
bengr101,7.798701925710037,4.685996204848145,5.660794771166446,8293,3.112705720861892,Raymond Adelphia Benge
benia001,-2.307269279412728,-1.8803060733940504,-3.6261118833394685,3253,-0.42696320601867743,Armando German Benitez
bennd101,1.6078157541451576,1.5323861093796447,2.3617873548164194,3661,0.07542964476551295,Dennis John Bennett
benoj001,2.372801322865382,2.0272437019431524,3.0354203424201445,4498,0.3455576209222295,Joaquin Antonio (Pena) Benoit
bensk001,-0.34499588969982814,0.1215087670502857,-1.3403194862936658,5380,-0.4665046567501138,Kristen James Benson
benta101,1.0452114428971893,2.7865838497375286,2.068588551308119,7329,-1.7413724068403393,John Alton Benton
bentj101,-0.6473939090093778,-1.3871765619461818,-1.6619145310938206,3064,0.739782652936804,John Needles Bentley
bentl101,-3.390428545726037,-2.6883941232476305,-4.455374744852739,9867,-0.7020344224784063,Lawrence James Benton
bentr102,-1.9283581700700416,-1.794155444764932,-3.5372761381277735,10549,-0.13420272530510968,John Cleave Benton
benzj101,-1.8799761259550463,-1.4775798995583411,-1.8839680114339,5539,-0.40239622639670514,Joseph Louis Benz
bereb001,1.6131536749358373,1.177680236757143,2.0516872121183733,3409,0.4354734381786942,Bruce Michael Berenyi
