park_id,season,effect,n_pa,component,n_components
BOS07,1957,0.019951493706974903,5918,0,2
CHI10,1957,-0.009243807894102606,5651,0,2
CLE07,1957,0.005030662448290695,5764,0,2
DET04,1957,0.01033338812116447,5922,0,2
KAN05,1957,0.002839237342088165,5691,0,2
NYC16,1957,-0.010106751739574878,5738,0,2
WAS09,1957,0.0036245492700509607,5950,0,2
CHI11,1957,0.0010870692803847716,5812,1,2
CIN07,1957,0.014308713034640971,5990,1,2
JER02,1957,-0.05661102581965593,562,1,2
MIL05,1957,-0.019320695247964054,5807,1,2
NYC14,1957,0.003378853439400903,5743,1,2
NYC15,1957,0.014936253705057877,5345,1,2
PHI11,1957,-0.0063782247570292215,5622,1,2
PIT06,1957,-0.006608688911687146,5603,1,2
STL07,1957,0.004619911369983022,5548,1,2
BAL11,1958,-0.021179144927071215,5674,0,2
BOS07,1958,0.0133110828778488,5944,0,2
CHI10,1958,-0.002498001734755661,5761,0,2
CLE07,1958,-0.004349428834671763,5673,0,2
DET04,1958,0.0021197623362416767,5736,0,2
KAN05,1958,0.007604396773923629,5851,0,2
NYC16,1958,0.002203430670569369,5950,0,2
WAS09,1958,0.0017695717416225504,5850,0,2
CHI11,1958,0.002564686838930104,5476,1,2
CIN07,1958,0.0025166714180170674,5757,1,2
LOS01,1958,0.0188751540706233,5740,1,2
MIL05,1958,-0.03230275203556988,5436,1,2
PHI11,1958,0.00790240010457209,5870,1,2
PIT06,1958,-0.013576229205166945,5272,1,2
SFO01,1958,0.001566557854814851,5853,1,2
STL07,1958,0.009473762867436005,5778,1,2
BAL11,1959,-0.015957217856237934,5812,0,2
BOS07,1959,0.010753860135199678,6000,0,2
CHI10,1959,-0.005010369667449641,5742,0,2
CLE07,1959,-0.0022832958836176837,5591,0,2
DET04,1959,0.021374407779614243,5749,0,2
KAN05,1959,0.01722011969227291,5806,0,2
NYC16,1959,-0.02054002619213854,5760,0,2
WAS09,1959,-0.006066125367252731,5736,0,2
CHI11,1959,-0.007463345480542458,5633,1,2
CIN07,1959,0.022424178772334012,5734,1,2
LOS01,1959,0.00024421278456185466,5685,1,2
MIL05,1959,-0.015939248512247286,5674,1,2
PHI11,1959,-0.0022320928217657112,5440,1,2
PIT06,1959,-0.0012897862919418225,5712,1,2
SFO01,1959,-0.013465986488796614,5632,1,2
STL07,1959,0.017626442821410154,5552,1,2
BAL11,1960,-0.0037347842621863157,5827,0,2
BOS07,1960,0.011043138197466234,6060,0,2
CHI10,1960,0.004496310478152878,5859,0,2
CLE07,1960,-0.005687210400311262,5859,0,2
DET04,1960,-0.0046180689327866625,5891,0,2
KAN05,1960,0.006003208147540136,5922,0,2
NYC16,1960,-0.010284799828607498,5822,0,2
WAS09,1960,0.002245719612869067,5945,0,2
CHI11,1960,-0.003205870327911731,5968,1,2
CIN07,1960,0.0035434994735153887,5825,1,2
LOS01,1960,0.014295876784185708,5918,1,2
MIL05,1960,-0.010998728412628604,5690,1,2
PHI11,1960,0.014123928341174232,5877,1,2
PIT06,1960,0.000538354181188949,5844,1,2
SFO02,1960,-0.028324180847541545,5648,1,2
STL07,1960,0.00882351232873005,5700,1,2
BAL11,1961,-0.016040791883968245,5991,0,2
BOS07,1961,0.014153873721169092,6395,0,2
CHI10,1961,-0.0024989232695149253,6067,0,2
